"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"1112",5.782,0.9983,2.611,3.103,1.384,1.618,2.226,2.149,2.059,1.259,1.216,1.274,0.9097,-180,19.38,1.327,1.06,5.471,4.494,-0.06673,3.782,-0.4407,1.013,-0.6249,0.9101,-1.009,0
"1113",7.927,1.091,2.771,3.155,1.343,1.655,2.351,2.247,2.419,1.252,1.079,1.338,0.8787,-185,18.56,-0.8041,-1.114,4.375,2.989,-0.8441,5.052,-2.012,0.6891,-0.36,-0.1024,-1.011,0
"1114",5.738,0.8874,2.151,2.602,1.311,1.605,1.923,1.755,1.81,1.156,1.156,1.281,0.913,-171.2,19.01,-0.5965,-1.551,4.758,3.243,-1.489,5.54,-1.938,1.119,-0.4966,-0.2625,-0.8897,0
"1115",332.3,10.29,2.219,2.522,1.966,2.137,1.853,1.691,2.028,1.338,1.194,2.573,1.817,-393.1,12.88,0.1524,-1.064,2.583,1.275,-0.5452,3.489,-1.28,0.8415,-0.002345,-0.973,-1.427,1
"1116",4.982,0.7751,2.083,2.584,1.32,1.648,2.097,1.697,2.28,1.15,1.071,1.448,0.8568,-177.6,19.16,-0.501,-1.715,4.253,2.307,-2.105,4.851,-2.04,1.286,-0.2274,-0.748,-1.207,0
"1117",7.316,1.451,2.974,3.206,1.458,1.602,2.039,2.485,1.924,1.334,1.184,1.398,0.9261,-192.5,19.74,2.113,1.775,4.41,3.618,-0.03139,2.771,0.04151,0.844,-0.6308,0.3009,-0.8953,0
"1118",10.56,1.527,2.666,2.5,2.146,1.933,1.888,2.18,1.765,1.287,1.37,1.495,0.9374,-205.7,20.82,6.549,6.383,3.644,4.131,2.311,-1.05,1.837,-0.6881,-0.8658,0.9507,-0.577,0
"1119",6.568,1.155,2.86,3.515,1.417,1.963,2.57,2.121,2.497,1.205,1.103,1.511,0.8633,-191.2,19.34,1.269,0.6323,4.605,3.2,-0.7822,3.263,-0.3206,1.281,-0.2605,0.4999,-0.7311,0
"1120",6.544,1.169,2.658,3.004,1.363,1.413,1.92,2.203,1.662,1.36,1.262,1.256,0.9516,-181.2,20.21,2.561,2.002,4.372,3.302,-0.287,2.444,-0.537,0.7292,-0.402,0.4106,-0.3657,0
"1121",8.795,1.618,3.323,3.288,1.632,1.523,1.904,2.828,1.6,1.413,1.208,1.269,0.925,-184.8,20.1,2.874,2.658,4.392,3.925,0.7537,2.554,-0.06365,0.1167,-0.821,0.3262,-0.7274,0
"1122",5.45,0.723,1.279,1.421,1.325,1.295,1.298,1.271,1.113,1.169,1.06,1.061,0.8189,-186.9,18.78,-2.133,-4.089,4.544,1.135,-3.663,5.724,-4.067,1.347,0.2944,-1.007,-0.1093,0
"1123",10.24,1.499,2.864,2.518,2.406,2.06,1.763,2.276,1.621,1.343,1.278,1.59,0.9777,-191,21.75,7.255,6.8,2.987,3.285,2.434,-1.182,1.415,-0.7553,-0.2797,0.3981,-0.5259,0
"1124",6.077,1.069,2.181,2.426,1.397,1.46,1.846,1.884,1.739,1.207,1.095,1.323,0.9438,-188.6,19.88,2.223,1.79,4.47,3.47,-0.3494,2.427,-0.4191,0.8678,-0.3044,0.8889,-0.3978,0
"1125",8.433,1.379,3.025,3.183,1.435,1.66,2.333,2.645,2.257,1.28,1.13,1.386,0.9084,-226.2,20.28,4.087,3.72,4.039,3.787,0.6298,1.063,0.2108,-0.2714,-1.047,0.2566,-0.623,0
"1126",12.8,1.412,3.002,2.96,2.021,1.743,2.185,2.407,1.974,1.413,1.262,1.331,0.9806,-215.5,20.18,3.958,3.695,4.353,4.017,0.6656,1.276,0.7331,0.3639,-1.032,0.4409,-0.7785,0
"1127",7.522,1.391,3.018,3.696,1.337,1.636,2.547,2.265,2.168,1.223,1.22,1.298,0.7916,-232.5,19.31,1.54,0.4271,4.204,3.122,-0.8876,3.277,-0.704,0.9371,-0.03084,0.04538,-1.359,0
"1128",8.829,1.609,3.507,3.479,1.617,1.537,1.986,3.007,1.748,1.495,1.269,1.349,0.9915,-202.7,19.84,2.997,3.165,5.378,4.669,0.3317,1.735,0.3565,0.5963,-1.315,0.8693,-0.9039,0
"1129",8.452,1.511,3.005,2.995,1.758,1.565,2.086,2.447,2.001,1.26,1.199,1.459,0.9139,-198.1,20.77,5.153,4.895,3.902,4.233,2.338,0.5523,0.5118,-0.9979,-0.8235,0.938,-0.6643,0
"1130",7.126,1.232,2.645,2.944,1.387,1.434,2.168,2.181,2.013,1.254,1.125,1.336,0.8947,-223.5,19.54,2.042,1.823,4.589,4.018,-0.2634,2.664,0.06607,0.8891,-0.792,0.6417,-0.9095,0
"1131",8.526,1.391,2.975,3.249,1.614,1.598,2.144,2.197,1.932,1.337,1.202,1.259,0.8339,-230,19.62,2.296,1.475,4.484,3.302,-0.1382,2.509,-0.6093,0.1674,-0.6109,0.1259,-0.5725,0
"1132",5.37,0.7874,2.175,2.794,1.351,1.819,2.289,1.673,2.386,1.139,1.119,1.611,0.8693,-181.4,19.12,-0.4764,-2.038,4.252,1.784,-2.781,3.92,-3.17,0.5177,-0.07022,-0.2712,-0.1108,0
"1133",6.647,0.932,2.567,2.854,1.363,1.404,2.164,2.122,2.029,1.225,1.091,1.226,0.8704,-200,19.33,1.924,1.746,4.96,4.627,0.5927,3.467,0.0433,0.6958,-0.6216,1.014,-1.063,0
"1134",6.641,1.18,2.664,2.919,1.309,1.414,1.88,2.341,2,1.349,1.094,1.365,0.87,-200.4,19.76,1.809,1.206,4.257,2.805,-0.8502,2.467,-1.084,0.3969,-1.14,-0.4374,-0.6851,0
"1135",8.14,1.614,3.398,3.556,1.544,1.528,2.055,2.767,1.807,1.396,1.197,1.3,0.9523,-187.6,19.66,1.956,1.38,4.799,3.983,-0.07909,2.987,-0.9471,0.3176,-0.4328,0.8769,-0.8066,0
"1136",8.888,1.321,3.439,3.476,1.527,1.451,2.546,2.771,2.456,1.381,1.142,1.285,0.8826,-223.2,20.14,5.76,5.754,4.125,4.826,2.472,0.1199,2.387,-0.02049,-0.6479,1.315,-0.9719,0
"1137",5.983,1.066,2.624,3.025,1.362,1.582,1.992,2.254,1.888,1.358,1.2,1.34,0.8693,-204.5,19.68,1.217,0.5222,5.16,3.677,-0.3044,3.454,-1.46,0.5639,-0.7851,0.316,-0.9672,0
"1138",6.61,1.24,2.737,2.951,1.453,1.453,2.014,2.284,1.907,1.298,1.143,1.281,0.9246,-186.5,18.24,-1.052,-1.301,5.209,3.41,-2.133,3.934,-1.91,1.268,-0.8634,1.025,-0.8361,0
"1139",12.75,1.362,2.987,3.12,1.755,1.669,2.103,2.389,2.003,1.339,1.205,1.325,0.9289,-206.8,21.06,6.185,5.876,3.533,3.802,2.072,-0.2395,1.53,-0.3584,-0.8277,0.378,-0.5572,0
"1140",5.12,0.818,2.262,2.858,1.38,1.755,2.247,1.755,2.363,1.2,1.033,1.691,0.8749,-184.4,18.53,-1.704,-2.954,4.932,2.183,-3.369,4.924,-3.695,0.6719,-0.7427,-0.9266,-1.1,0
"1141",7.361,1.401,2.819,2.863,1.534,1.538,1.778,2.426,1.73,1.447,1.208,1.389,0.9192,-188.3,20.52,3.929,3.565,4.171,3.518,0.3043,1.06,0.2525,0.3884,-0.5222,0.6349,-0.3132,0
"1142",12.85,2.416,2.299,2.302,2.193,2.321,2.852,1.898,1.705,1.702,1.746,1.614,1.078,-243.9,18.21,10.28,5.274,0.5519,-2.286,-2.628,-1.553,5.045,4.956,-2.739,-4.398,1.491,0
"1143",12.2,1.549,3.103,2.848,2.483,1.996,2.178,2.253,1.789,1.463,1.385,1.489,0.9217,-194.9,21.74,7.728,7.562,3.523,4.061,2.957,-1.254,2.138,-0.676,-0.8241,0.3398,-0.6934,0
"1144",10.41,1.4,2.851,2.681,2.136,1.926,2.048,2.162,1.882,1.27,1.326,1.573,0.8574,-202.3,22.05,8.22,7.729,2.869,3.332,2.644,-1.826,1.932,-0.9419,-0.7356,0.04327,-0.183,0
"1145",5.258,1.09,2.204,2.469,1.482,1.391,1.869,1.943,1.743,1.25,1.101,1.314,0.8757,-206.8,19.57,2.404,2.054,4.568,3.903,0.2325,2.448,0.145,0.6016,-0.9188,0.4314,-1.116,0
"1146",6.645,1.175,2.622,3.052,1.379,1.67,2.172,2.113,2.461,1.209,1.045,1.544,0.8784,-190.7,17.8,-1.949,-2.247,5.697,3.467,-2.62,4.631,-1.829,1.551,-1.038,0.433,-0.8435,0
"1147",4.026,0.6925,1.276,1.322,1.318,1.293,1.242,1.336,1.096,1.137,1.139,1.144,0.8792,-187.1,18.71,-2.193,-3.972,4.878,1.534,-3.632,5.747,-4.039,1.239,-0.1047,-1.058,-0.4105,0
"1148",7.621,1.04,3.296,3.702,1.369,1.728,2.842,2.527,2.84,1.236,1.13,1.384,0.8408,-218,19.14,2.228,1.959,4.433,4.66,1.208,3.291,0.3155,-0.104,-0.7714,1.01,-0.9303,0
"1149",5.494,0.8705,2.113,2.581,1.382,1.663,1.96,1.781,1.921,1.176,1.134,1.464,0.9084,-180.4,19.29,-0.5538,-1.854,4.847,2.268,-2.646,4.549,-2.91,0.9204,-0.4544,-0.7496,-0.6515,0
"1150",7.052,1.467,2.85,2.805,1.757,1.482,1.739,2.452,1.661,1.257,1.247,1.289,0.9232,-219,20.59,5.3,4.921,4.429,4.24,1.862,0.1261,0.5642,-0.6817,-1.011,0.7888,-0.6175,0
"1151",6.895,1.322,2.668,2.634,1.431,1.39,1.682,2.32,1.522,1.316,1.171,1.287,0.9012,-221.2,19.9,3.183,2.995,4.63,4.162,0.196,1.72,0.3718,0.5992,-0.8797,0.8231,-0.8134,0
"1152",4.837,0.9971,1.961,2.194,1.354,1.425,1.679,1.702,1.531,1.257,1.157,1.177,0.933,-200.4,18.06,-2.325,-3.032,5.453,2.828,-3.502,5.22,-2.631,2.037,-0.7224,0.1699,-0.4955,0
"1153",8.244,1.51,3.532,3.871,1.386,1.514,2.342,2.91,2.078,1.575,1.285,1.302,0.8577,-191.8,18.96,1.462,1.53,5.369,4.476,-0.2322,2.852,0.1401,1.124,-0.9478,1.109,-0.8629,0
"1154",4.647,0.6899,1.271,1.328,1.256,1.219,1.23,1.352,1.141,1.216,1.119,1.06,0.9074,-187.5,18.8,-2.098,-3.929,4.828,1.476,-3.592,5.758,-4.027,1.25,0.0008493,-1.113,-0.3903,0
"1155",6.508,1.026,2.534,2.988,1.377,1.607,2.153,2.107,2.048,1.207,1.212,1.297,0.856,-195.1,19.85,2.614,2.454,5.009,4.459,0.3575,2.656,0.3481,0.7486,-0.605,1.037,-0.7194,0
"1156",5.418,1.323,2.084,2.431,1.483,1.437,1.768,1.702,1.57,1.198,1.164,1.24,0.9368,-232.3,19.77,1.987,1.316,4.11,3.569,-0.3259,2.93,-1.192,-0.03769,-0.542,0.3573,-0.8829,0
"1157",7.221,0.9478,3.181,4.025,1.296,2.217,3.069,2.216,3.168,1.229,1.105,1.677,0.9348,-200.5,19.3,1.296,0.1262,4.236,2.56,-0.9945,3.037,-1.308,0.695,0.0426,0.2469,-0.4608,0
"1158",4.737,0.7626,2.015,2.619,1.331,1.805,2.311,1.678,2.48,1.112,1.122,1.686,0.9365,-180.8,18.53,-1.24,-2.59,5.107,2.629,-2.63,4.788,-3.049,1.079,-0.2692,-0.1287,-1.221,0
"1159",4.931,1.02,2.041,2.521,1.434,1.652,1.861,1.687,1.825,1.181,1.151,1.329,0.9165,-194.2,18.3,-1.884,-3.319,4.945,2.594,-2.014,5.763,-3.455,0.5913,0.2923,0.5036,-0.5618,0
"1160",77.6,3.051,1.99,2.013,1.692,1.783,1.473,1.645,1.609,1.312,1.259,1.587,1,-220.4,18.37,-0.3722,-2.125,2.535,0.7397,-1.705,3.962,-2.607,0.4882,0.5851,-0.4267,-0.3421,1
"1161",6.42,1.1,2.579,2.884,1.452,1.626,2.267,2.087,2.122,1.297,1.112,1.378,0.9052,-203.1,19.08,0.5351,0.1118,4.774,3.608,-1.02,3.697,-1.16,0.8046,-0.6932,0.5787,-0.8573,0
"1162",5.435,0.8462,1.859,2.237,1.439,1.643,1.931,1.629,1.86,1.27,1.18,1.359,0.9571,-186.6,18.9,-0.3274,-1.034,4.903,2.867,-1.669,4.167,-1.747,1.289,-0.5007,0.2703,-0.618,0
"1163",7.782,0.9751,2.104,1.834,1.79,2.74,2.016,1.436,1.689,1.377,1.278,2.059,1.104,-234.6,21.6,21.75,15.74,-5.148,-4.104,1.795,-8.036,3.478,1.221,3.636,-2.187,0.9058,0
"1164",7.129,1.152,2.945,3.597,1.317,1.991,2.699,2.209,2.71,1.329,1.182,1.504,0.9175,-201,18.76,0.5612,-0.04761,4.403,3.231,-0.5015,3.873,-0.7891,0.8277,-0.634,0.1824,-0.8343,0
"1165",8.78,1.199,2.576,3.044,1.431,1.55,1.981,2.066,1.91,1.203,1.192,1.268,0.893,-222.5,19.32,0.3875,-0.6743,4.449,2.866,-1.762,4.004,-1.805,0.7186,-0.4552,-0.3083,-0.718,0
"1166",6.703,1.106,2.592,2.967,1.396,1.633,2.091,2.121,2.119,1.308,1.095,1.414,0.9161,-178.6,18.63,-0.7466,-1.504,4.728,3.123,-1.713,4.668,-1.904,1.014,-0.5248,0.3753,-0.7736,0
"1167",7.31,1.42,2.873,3.474,1.395,1.709,2.362,1.899,2.117,1.381,1.224,1.361,0.9087,-193.1,19.15,1.863,1.248,5.04,3.767,-0.1257,2.201,-0.4428,0.7823,-0.2565,1.129,-0.8362,0
"1168",17.35,2.375,4.111,4.43,2.017,1.416,2.936,2.297,2.416,1.159,1.133,1.298,0.8683,-222.8,19.02,2.548,1.094,2.807,1.889,-0.4329,1.307,-0.5421,-0.1601,-0.2862,0.0115,-0.6493,0
"1169",6.055,0.9684,2.51,3.02,1.284,1.827,2.357,1.918,2.72,1.124,1.041,1.638,0.839,-177.3,18.27,-1.551,-2.287,5.838,3.582,-2.454,5.116,-2.053,1.442,-1.304,0.2137,-0.5855,0
"1170",8.748,1.409,2.829,2.744,1.822,1.689,1.951,2.342,1.881,1.262,1.128,1.403,0.8992,-193.3,20.54,5.265,5.56,5.028,4.88,1.367,-0.1205,1.95,0.3638,-1.457,0.9461,-0.6144,0
"1171",6.405,1.037,2.503,3.032,1.3,1.645,2.235,1.956,2.187,1.257,1.116,1.327,0.8334,-173,18.86,-0.2671,-0.9586,4.997,3.16,-1.93,4.153,-1.646,1.252,-0.2386,0.3193,-0.9783,0
"1172",8.324,1.572,2.971,2.993,1.781,1.667,1.904,2.405,1.793,1.283,1.2,1.431,0.8976,-212.2,20.79,5.307,4.939,4.272,4.039,1.61,0.1574,0.5404,-0.5518,-0.8172,0.7209,-0.5908,0
"1173",10.25,1.873,2.644,2.801,1.855,1.246,1.78,1.916,1.668,1.209,1.067,1.198,0.8172,-228.3,18.67,2.421,0.8409,4.089,2.777,0.4568,2.324,0.2504,0.2694,-0.5622,0.3878,-0.7247,0
"1174",5.503,1.184,2.304,2.613,1.302,1.437,1.783,2.021,1.566,1.485,1.291,1.263,0.8001,-188,19.63,1.804,1.017,4.177,2.805,-0.6176,2.937,-0.2257,1.457,0.05854,0.3999,-0.6651,0
"1175",5.658,0.9353,2.195,2.611,1.274,1.554,2.06,1.779,2.118,1.077,1.155,1.359,0.906,-185.3,18.5,-1.23,-2.398,4.435,2.923,-1.299,5.213,-2.98,0.418,-0.07406,0.7805,-0.5838,0
"1176",8.006,1.078,2.176,2.53,1.341,1.488,2.057,1.66,1.872,1.191,1.078,1.271,0.8478,-198.3,19.19,1.485,1.343,4.651,4,-0.1221,3.114,0.2773,1.171,-0.7172,0.5703,-1.296,0
"1177",6.67,1.368,2.637,2.742,1.536,1.556,1.761,2.205,1.654,1.289,1.183,1.349,0.887,-203.5,19.92,3.225,2.917,5.031,4.107,-0.111,1.33,0.1771,0.5956,-1.297,0.7901,-0.3439,0
"1178",3.658,2.444,2.406,2.183,1.692,1.362,1.321,1.204,1.186,1.017,1.065,1.095,0.9301,-236.8,16.26,-1.746,-4.578,5.275,1.836,-1.739,3.96,-3.214,0.3286,0.9412,1.747,0.6948,0
"1179",6.063,1.38,2.14,2.522,1.405,1.427,1.934,1.528,1.729,1.249,1.098,1.389,0.9453,-232.9,17.38,-0.3027,-2.325,3.62,1.546,-1.634,3.681,-1.168,0.8043,0.1212,-0.3862,-0.7623,0
"1180",8.769,1.412,2.412,2.369,1.879,1.72,1.723,2.025,1.597,1.178,1.29,1.454,0.876,-200.1,21.06,6.68,6.428,3.724,4,2.189,-1.022,1.745,-0.6344,-0.9233,0.6951,-0.5141,0
"1181",6.701,0.9473,2.917,3.442,1.343,1.892,2.746,2.103,2.816,1.344,1.094,1.541,0.9794,-219.5,18.96,1.304,0.8454,4.452,3.65,-0.2986,3.274,-0.1427,1.058,-0.1451,0.999,-0.654,0
"1182",5.894,1.078,1.932,2.34,1.445,1.532,1.919,1.668,1.613,1.187,1.112,1.224,0.9004,-232.1,19.7,1.576,0.8888,4.489,3.428,-1.183,3.104,-1.202,0.3423,-0.8013,-0.2256,-0.8635,0
"1183",5.424,0.9723,2.145,2.512,1.307,1.531,1.936,1.839,1.916,1.199,1.14,1.302,0.9118,-182.7,18.62,-0.5304,-1.048,5.327,3.602,-1.676,4.351,-1.008,1.72,-0.6753,0.5757,-0.7822,0
"1184",5.765,0.9212,2.23,2.604,1.254,1.533,2.108,1.71,2.101,1.225,1.065,1.362,0.896,-184.8,18.31,-1.404,-2.055,5.2,3.231,-2.336,4.78,-2.105,1.323,-0.417,0.6291,-0.6734,0
"1185",5.883,0.8187,2.619,3.349,1.32,2.01,2.68,1.922,2.779,1.215,1.12,1.76,0.9019,-179.4,19.14,-0.2013,-1.378,4.88,2.48,-2.046,4.114,-2.584,0.5295,-0.7185,-0.7199,-0.9587,0
"1186",6.658,1.246,2.811,2.864,1.396,1.303,1.991,2.337,1.975,1.231,1.165,1.284,0.906,-208.9,19.88,3.804,4.026,5.054,5.088,1.454,1.239,0.9064,-0.01393,-1.146,1.415,-0.9405,0
"1187",7.467,1.26,2.52,2.663,1.478,1.313,2.009,2.05,1.806,1.262,1.115,1.287,0.8766,-219.3,19.96,3.316,3.285,4.708,4.384,0.4848,1.71,0.704,0.5857,-1.184,0.6315,-0.9435,0
"1188",8.876,1.069,3.397,3.951,1.446,2.046,3.007,2.573,3.172,1.193,1.061,1.599,0.8699,-198,19.27,1.158,1.03,5.283,4.273,-0.3976,3.411,-0.5298,0.7118,-0.7319,0.7107,-1.05,0
"1189",5.932,0.8884,2.361,2.683,1.368,1.427,2.018,2.082,1.85,1.209,1.185,1.226,0.8539,-195.2,19.33,2.055,1.754,4.867,4.624,0.9098,3.64,0.002892,0.6267,-0.1402,1.322,-1.352,0
"1190",5.691,0.8591,2.088,2.641,1.379,1.679,2.029,1.817,1.915,1.164,1.208,1.361,0.8672,-163,18.87,-1.42,-2.596,4.892,2.56,-2.318,5.503,-3.093,0.7703,-0.4794,-0.463,-0.7728,0
"1191",5.246,0.9396,2.149,2.503,1.364,1.497,1.911,1.781,1.927,1.166,1.096,1.368,0.901,-181.1,19.32,0.8567,0.4238,4.972,3.712,-0.7568,3.654,-1.2,0.6738,-0.7593,0.4949,-0.9598,0
"1192",4.495,0.7825,1.847,2.288,1.287,1.475,1.921,1.599,1.958,1.125,1.061,1.382,0.8388,-179.9,19.25,-0.2952,-1.21,4.82,2.96,-1.817,4.463,-2.469,0.6585,-0.6285,-0.001237,-0.5989,0
"1193",5.811,0.9051,2.201,2.659,1.334,1.574,2.056,1.867,2.136,1.189,1.124,1.441,0.8766,-185.1,18.43,-1.387,-2.487,4.81,3.131,-1.481,5.138,-3.098,0.5171,-0.1892,0.8887,-0.6584,0
"1194",7.444,0.8579,2.557,3.323,1.36,2.151,2.692,1.87,2.866,1.185,1.113,1.869,0.9049,-178.4,18.91,-0.7417,-1.988,4.766,2.148,-2.479,4.491,-2.767,0.6801,-0.9289,-1.338,-0.9488,0
"1195",5.589,0.8729,2.389,2.97,1.262,1.705,2.323,1.889,2.27,1.212,1.124,1.428,0.8592,-173.8,19.03,-0.2623,-0.8962,5.315,3.167,-2.094,4.381,-1.168,1.833,-1.078,-0.41,-0.8198,0
"1196",7.471,1.078,2.575,2.924,1.552,1.554,1.827,2.325,1.832,1.297,1.218,1.28,0.8927,-194.1,19.06,0.2198,-0.7244,4.834,2.948,-1.553,3.977,-1.651,1.03,-0.5671,0.1006,-0.5883,0
"1197",7.003,1.339,2.931,3.266,1.424,1.525,2.292,2.277,2.051,1.293,1.215,1.295,0.9049,-224,19.37,2.15,1.833,4.566,3.856,-0.2761,2.284,-0.1965,0.6079,-0.7212,0.8485,-0.6844,0
"1198",6.846,0.9789,2.565,2.779,1.407,1.301,2.124,2.119,1.969,1.261,1.095,1.255,0.8324,-200.8,19.33,1.728,1.534,5.135,4.711,0.6101,3.711,-0.1441,0.6423,-0.6393,1.022,-1.137,0
"1199",7.359,1.238,2.525,2.658,1.385,1.286,2.067,2.064,1.894,1.235,1.134,1.302,0.8368,-222.7,19.74,2.78,2.699,4.479,4.227,0.2778,2.218,0.5574,0.6759,-1.038,0.5745,-0.9532,0
"1200",6.323,0.9668,2.516,3.058,1.401,1.531,2.19,2.14,2.1,1.209,1.084,1.373,0.8966,-192.6,18.47,-1.29,-2.529,4.997,2.811,-1.837,5.113,-3.421,0.3157,-0.3309,0.242,-0.9479,0
"1201",6.331,1.201,2.883,3.25,1.376,1.691,2.199,2.205,2.217,1.202,1.211,1.297,0.9811,-182.1,19,0.5596,0.366,5.029,3.877,-1.202,3.361,-0.6208,1.342,-0.3883,1.368,-0.321,0
"1202",88.97,2.373,3.286,3.688,1.74,1.422,2.279,2.404,2.214,1.231,1.11,1.271,0.9059,-224.4,17.55,-1.344,-2.899,4.155,2.417,-0.7085,5.388,-2.627,0.01727,0.4296,0.5396,-0.3079,0
"1203",6.414,0.9819,2.675,3.184,1.306,1.749,2.435,2.26,2.558,1.31,1.105,1.499,0.9486,-202.2,18.5,-0.708,-1.039,5.577,3.553,-1.993,4.464,-0.4555,2.112,-1.464,-0.2563,-0.7335,0
"1204",5.648,0.827,1.819,1.748,1.548,1.62,1.654,1.798,1.406,1.239,1.249,1.321,1.05,-221.1,23.59,21.24,14.71,-7.56,-6.072,4.863,-4.083,6.497,0.8855,0.8418,-6.151,-0.009268,0
"1205",310.9,10.64,1.939,2.05,1.745,1.967,1.421,1.577,2.278,1.273,1.194,1.77,0.8854,-340.6,14.26,0.5976,-0.7962,1.763,0.2492,-1.161,3.433,-1.708,0.519,0.2374,-1.241,-0.5459,1
"1206",5.636,0.8335,2.474,3.032,1.266,1.814,2.445,1.86,2.665,1.111,1.054,1.677,0.8789,-178.5,18.32,-1.565,-2.65,5.186,2.768,-3.073,5.351,-2.081,1.957,-1.185,-0.8848,-0.7256,0
"1207",4.867,1.01,1.924,2.231,1.371,1.478,1.787,1.732,1.818,1.223,1.123,1.325,0.9525,-193.7,18.55,-0.6328,-1.152,5.408,3.608,-1.319,4.536,-1.677,1.134,-0.9614,0.5424,-0.8214,0
"1208",5.59,0.91,2.404,2.84,1.345,1.608,2.118,1.993,1.992,1.237,1.202,1.246,0.9016,-179.7,19.22,0.8483,0.6724,5.707,4.6,-0.2545,4.034,-0.5468,1.226,-0.5641,1.11,-0.9928,0
"1209",5.638,0.8404,1.849,2.233,1.273,1.473,1.872,1.57,1.805,1.252,1.153,1.406,0.8938,-170.7,18.72,-1.401,-2.32,5.878,3.122,-3.086,4.971,-2.723,1.601,-0.9301,-0.2708,-0.9689,0
"1210",8.311,1.257,3.315,3.48,1.494,1.446,2.361,2.649,2.282,1.326,1.163,1.292,0.8411,-202.8,20.6,5.092,5.367,5.139,4.743,1.107,0.03571,2.093,0.7076,-1.58,0.7589,-0.4745,0
"1211",5.357,0.8912,1.959,2.361,1.345,1.576,1.957,1.721,1.91,1.277,1.119,1.361,0.9061,-187.3,18.81,-0.6239,-1.3,5.029,2.873,-1.864,4.264,-1.872,1.335,-0.5825,0.2671,-0.5899,0
"1212",8.189,1.403,2.919,2.976,1.477,1.376,1.851,2.479,1.85,1.358,1.131,1.2,0.8907,-202.2,19.83,2.759,2.772,4.575,3.956,-0.03136,1.704,0.3946,0.5737,-1.318,0.5092,-0.6476,0
"1213",5.842,0.9251,2.472,2.858,1.325,1.5,2.175,2.052,1.982,1.323,1.149,1.249,0.9028,-179.5,19.32,1.288,1.063,5.538,4.578,-0.03223,3.831,-0.4182,1.086,-0.5052,1.105,-1.069,0
"1214",6.27,1.254,2.788,3.171,1.452,1.76,2.388,2.061,2.269,1.263,1.099,1.377,0.9089,-197.7,18.59,-0.1865,-0.3229,4.707,3.482,-1.064,4.247,-1.078,1.071,-1.071,-0.07046,-1.085,0
"1215",174.1,5.801,3.066,3.392,2.161,2.301,2.323,2.312,2.302,1.407,1.342,1.73,0.9901,-243.8,17.85,1.068,-0.168,2.789,1.767,-0.3465,3.423,-1.249,0.4872,0.2696,-0.02278,-0.6917,1
"1216",8.388,1.257,3.46,3.768,1.546,1.621,2.692,2.642,2.534,1.256,1.144,1.332,0.8811,-230.2,19.1,1.779,1.712,5.213,4.699,0.6031,3.284,-0.2102,0.2353,-0.3396,1.195,-1.369,0
"1217",7.397,1.146,2.971,3.49,1.403,1.849,2.586,2.192,2.53,1.237,1.147,1.408,0.8837,-206.2,18.63,0.6631,0.3299,5.623,4.294,-0.41,3.516,-0.5455,0.8554,-0.9112,0.9854,-0.9383,0
"1218",67.01,2.357,1.935,2.262,1.536,1.965,1.631,1.535,1.68,1.247,1.203,1.549,1.002,-171.5,19.3,0.5417,-0.9234,2.597,1.193,-1.293,3.655,-2.328,0.397,0.4534,-0.4464,-0.4298,1
"1219",4.947,1.114,1.971,2.65,1.394,1.634,1.886,1.729,1.747,1.184,1.122,1.362,0.9347,-209.4,17.83,-0.8196,-2.515,5.229,3.04,-1.341,4.88,-2.138,0.7869,0.3216,0.757,-0.8999,0
"1220",8.305,1.093,2.492,2.993,1.309,1.69,2.05,1.97,2.067,1.217,1.201,1.413,0.8782,-191.5,19.6,1.198,0.4494,4.333,2.857,-1.062,3.368,-0.6784,1.347,-0.3131,-0.002261,-0.928,0
"1221",7.395,1.324,2.905,3.139,1.582,1.731,2.061,2.419,1.932,1.405,1.325,1.358,0.9117,-193.3,19.99,3.083,2.804,5.197,3.941,-0.2607,1.473,0.2251,0.9548,-1.325,0.5292,-0.4789,0
"1222",7.774,1.253,2.083,2.445,1.938,2.674,1.501,2.14,2.25,1.179,1.518,1.501,0.9787,-240.7,21.1,17.07,10.77,-6.207,-5.356,2.963,-2.187,5.035,1.787,0.9643,-4.712,-0.2205,0
"1223",8.077,1.341,3.043,3.215,1.441,1.5,2.26,2.713,1.976,1.506,1.175,1.279,0.94,-204.3,20.08,3.127,2.845,4.432,4.038,0.4881,2.259,0.4128,0.6131,-0.9482,0.2447,-0.9371,0
