"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"226",23.28,1.537,2.911,2.993,2.017,1.708,2.115,2.267,2.147,1.298,1.249,1.44,0.9632,-224,19.61,3.188,1.43,2.071,1.801,1.161,2.522,-0.8841,-0.6418,0.7827,0.1738,-0.6061,1
"227",13.83,2.189,3.318,3.29,2.629,1.824,2.422,2.191,2.035,1.45,1.432,1.41,0.8639,-232.7,18.16,4.3,4.124,6.767,4.915,-1.065,-0.9459,2.976,2.187,-2.959,0.7735,-0.2922,0
"228",11.15,1.805,2.125,2.383,1.927,1.68,1.721,1.77,1.566,1.282,1.273,1.354,0.937,-231.7,16.55,-2.138,-3.023,7.368,3.2,-5.098,2.567,-2.079,2.126,-2.223,0.2141,-0.3493,1
"229",13.2,1.482,2.4,2.4,1.959,1.634,1.803,1.871,1.69,1.313,1.349,1.324,0.8961,-229.1,19.73,4.03,3.004,3.388,2.951,0.8916,1.105,0.1979,-0.1346,0.02022,0.691,-0.6485,0
"230",11.72,1.682,2.658,2.888,1.908,1.6,2.021,2.057,2.015,1.404,1.169,1.456,0.9822,-227.2,18.25,0.1411,-0.9694,5.028,3.408,-0.5788,3.871,-2.141,-0.01933,-0.07119,0.8763,-1.155,1
"231",10.48,1.752,2.981,2.971,2.047,1.74,1.913,2.165,1.675,1.239,1.338,1.357,0.9011,-218.5,19.52,3.013,2.168,4.141,3.272,-0.27,1.425,0.2085,0.1505,-1.44,0.2056,-0.1742,0
"232",13.64,1.639,2.571,2.782,2.228,1.918,2.106,1.934,2.046,1.344,1.328,1.512,0.9208,-218.5,17.32,-1.031,-1.083,7.865,4.815,-3.598,2.567,-1.179,1.933,-2.019,1.483,-0.4874,1
"233",8.15,1.535,2.091,2.253,1.814,1.495,1.75,1.632,1.431,1.267,1.146,1.228,0.8631,-234.1,18.09,1.442,1.24,7.265,4.606,-2.621,0.9214,0.2376,1.747,-2.627,0.7684,-0.1951,1
"234",9.646,1.83,2.448,2.663,2.096,1.822,1.636,1.789,1.55,1.263,1.27,1.433,0.947,-229.6,16.35,-3.001,-4.319,7.22,4.053,-2.486,4.991,-3.593,0.07719,-0.6536,1.726,-0.7905,1
"235",15.15,1.452,2.723,2.854,2.178,1.839,2.117,2.139,2.061,1.258,1.298,1.354,0.862,-219.1,19.21,4.24,3.954,4.992,4.888,1.696,0.8505,1.439,-0.04113,-0.895,1.572,-1.012,0
"236",12.55,1.558,2.775,2.718,2.081,1.668,2.171,2.006,2.016,1.347,1.249,1.438,0.9661,-234.4,18.15,2.148,0.7851,3.741,2.73,0.1486,1.99,-0.2248,0.1298,-0.2501,0.7666,-0.6283,1
"237",14.49,1.857,3.201,3.334,2.249,1.826,2.398,2.112,2.165,1.472,1.32,1.584,1.015,-235.4,18.49,2.398,0.7706,3.909,2.65,0.3243,2.075,-0.8551,-0.08102,0.5449,1.002,-0.8984,1
"238",15.27,1.971,2.827,2.901,2.138,1.686,2.012,2.182,1.918,1.431,1.447,1.365,0.902,-233,19.37,5.762,4.317,2.623,2.666,1.785,-0.3427,1.354,-0.3751,-0.2493,0.6815,-0.6197,0
"239",11.99,1.93,2.725,2.786,2.389,1.94,1.809,2.141,1.734,1.435,1.329,1.506,0.9605,-221.5,17.62,-1.048,-1.578,6.844,3.962,-3.216,3.293,-1.906,1.623,-0.8635,1.217,-0.7943,1
"240",11.36,2.168,3.084,3.135,2.002,1.598,2.033,2.067,1.729,1.374,1.282,1.448,0.9211,-220.4,17.61,0.7899,0.7355,6.332,4.627,-1.519,1.66,0.4642,1.278,-2.023,1.326,-0.6197,1
"241",12.52,1.639,2.549,2.568,2.209,1.831,1.925,1.811,1.743,1.255,1.261,1.508,0.9314,-232.4,19.41,3.926,2.712,3.769,2.857,0.3922,0.8759,0.2974,0.07097,-0.2644,0.5195,-0.5092,0
"242",16.08,1.774,2.856,2.926,2.384,1.871,1.95,2.033,1.825,1.35,1.348,1.421,0.9526,-226.1,17.96,0.5128,-0.1417,6.121,3.576,-2.262,1.925,-0.9064,1.132,-1.519,0.9596,-0.3623,1
"243",22.42,1.801,3.673,3.561,2.454,1.805,2.625,2.537,2.201,1.724,1.389,1.632,0.9967,-219.1,19.2,2.806,1.712,3.749,2.728,-0.03331,1.594,-0.5224,0.1429,-0.108,0.5235,-0.8243,0
"244",16.5,1.517,2.987,2.814,2.383,1.684,2.282,2.081,1.828,1.443,1.325,1.306,0.9249,-228.6,20.68,7.56,6.028,1.668,2.166,2.329,-1.197,1.565,-0.6444,-0.09701,0.2702,-0.3879,1
"245",12.66,1.787,2.702,2.699,2.461,1.662,2.148,1.843,1.607,1.545,1.329,1.328,0.8951,-233.1,18.54,1.552,1.162,6.303,4.119,-1.551,1.511,-0.3206,1.008,-1.411,0.9427,-0.4968,1
"246",8.217,1.398,2.19,2.474,1.677,1.644,1.803,1.767,1.989,1.195,1.161,1.436,0.8758,-226.6,16.34,-1.382,-1.631,6.863,4.424,-2.529,2.794,-0.5944,1.546,-1.413,1.846,-0.5823,1
"247",11.86,1.868,2.58,2.736,1.951,1.65,1.903,1.847,1.903,1.292,1.214,1.372,0.8972,-245.5,17.6,3.944,1.75,3.081,2.434,1.252,1.125,0.7587,-0.1732,0.2568,0.8414,-0.5898,1
"248",42.88,1.857,2.217,2.333,1.943,1.634,1.668,1.826,1.537,1.229,1.244,1.273,0.9344,-233.4,18.05,1.751,0.6042,4.614,3.646,0.4527,2.197,-0.9197,-0.5257,-0.09093,1.704,-1.042,1
"249",11.27,1.697,2.883,2.905,2.328,1.91,2.591,2.003,2.253,1.461,1.409,1.444,0.9163,-227.6,18.49,3.177,3.141,6.183,4.974,-0.4145,0.7238,1.761,1.351,-1.654,1.258,-0.7391,1
"250",17.17,1.349,2.726,2.791,2.051,1.764,2.202,2.06,2.069,1.197,1.289,1.227,0.8219,-213,20.77,6.482,5.496,2.161,3.396,3.382,0.229,1.383,-1.458,0.0637,0.9396,-0.5762,0
"251",12.53,1.867,2.495,2.485,2.656,2.264,1.703,2.012,1.543,1.508,1.298,1.779,1.014,-207.3,18.4,0.06142,-0.6138,4.232,2.306,-2.298,2.825,-1.937,0.8499,-0.1737,0.3667,-1.011,1
"252",7.45,1.324,2.003,2.175,1.559,1.386,1.678,1.731,1.57,1.208,1.144,1.22,0.8826,-231.3,18.48,2.357,2.158,6.209,4.599,-1.175,1.057,0.745,1.449,-1.515,1.148,-0.7219,1
"253",21.3,1.455,3.083,3.324,2.023,1.803,2.308,2.267,2.232,1.374,1.263,1.367,0.9148,-229.3,19.12,2.517,1.119,3.259,2.05,-0.3805,1.769,-0.5238,0.2737,-0.02061,0.1391,-0.3554,0
"254",12.77,1.674,2.434,2.54,2.412,1.879,1.894,1.792,1.689,1.348,1.315,1.458,0.8785,-225.4,17.93,-0.5759,-1.169,6.429,3.68,-2.829,3.074,-1.241,1.739,-1.137,0.7804,-0.3966,1
"255",9.27,1.192,1.842,2.147,1.82,1.573,1.705,1.635,1.787,1.194,1.171,1.343,0.8996,-226.3,17.96,-0.143,-0.5566,7.701,4.751,-2.757,2.549,-1.796,1.181,-1.351,1.706,-0.6097,1
"256",11.09,1.817,2.988,3.156,1.95,1.674,2.011,2.153,1.891,1.312,1.225,1.367,0.9173,-230.9,17.44,0.1204,-0.5418,6.114,4.266,-0.7325,3.001,-0.8875,0.54,-0.5365,1.772,-0.7505,1
"257",11.77,1.804,3.105,3.323,2.288,1.758,2.295,2.357,2.399,1.401,1.2,1.536,0.8873,-237.1,16.98,0.4749,-0.2336,6.345,4.025,-1.91,1.972,0.2521,1.513,-1.309,1.107,-0.4133,1
"258",9.351,1.481,2.622,2.918,1.905,1.625,1.932,1.996,1.746,1.253,1.215,1.269,0.8433,-235.1,17.66,0.04397,-0.5773,6.63,4.237,-1.973,3.126,-0.2502,1.16,-1.763,0.5091,-0.196,1
"259",8.715,1.696,2.655,2.942,1.868,1.577,2.008,1.843,1.919,1.203,1.126,1.348,0.909,-226.8,15.39,-3.214,-2.815,10.62,6.576,-4.872,3.642,-1.445,2.695,-2.622,2.415,-0.767,1
"260",11.98,1.731,2.465,2.537,2.255,1.777,1.777,1.797,1.527,1.302,1.239,1.44,0.9616,-232.2,17.52,-0.04491,-1.125,6.259,3.949,-1.62,3.212,-1.569,0.6696,-0.3069,1.526,-0.8973,1
"261",21.22,1.775,3.077,3.299,2.543,1.861,2.287,2.412,2.328,1.614,1.496,1.46,0.9563,-213.8,17.72,-1.366,-1.934,7.193,3.874,-3.742,3.419,-2.281,1.722,-1.459,0.7693,-0.6838,1
"262",12.18,1.295,2.541,2.786,1.749,1.647,1.959,1.909,1.833,1.416,1.274,1.35,1.014,-226.7,19.82,2.426,0.5442,2.473,1.386,0.2287,2.85,-1.637,-0.2328,0.9115,0.0704,-0.213,1
"263",11.81,2.123,2.598,2.568,2.332,1.864,1.803,2.001,1.629,1.307,1.347,1.358,0.9637,-240,17.59,4.814,4.203,6.009,4.73,0.2045,-0.7258,2.76,1.08,-2.039,1.182,-0.3908,1
"264",10.46,1.853,2.765,2.938,1.754,1.456,1.946,2.046,1.845,1.225,1.25,1.274,0.8543,-245.8,18.61,6.695,4.89,4.01,3.766,2.15,-0.6162,1.913,-0.4313,-1.154,0.7413,-0.3304,0
"265",14.18,1.489,2.2,2.294,2.003,1.725,1.818,1.952,2.082,1.519,1.401,1.393,1.032,-234.8,17.44,0.5177,0.4356,7.169,4.92,-2.105,2.159,0.568,2.039,-1.85,1.397,-0.3464,1
"266",9.488,1.414,2.366,2.418,2.282,1.509,2.062,1.708,1.666,1.26,1.223,1.28,0.9016,-236.2,18.87,2.46,1.527,5.139,3.85,0.1144,1.969,-0.6393,0.02517,-0.2424,1.248,-0.836,0
"267",11.8,1.682,2.555,2.652,2.268,1.935,2.068,2.14,2.023,1.335,1.338,1.53,0.9311,-221.5,17.57,-0.08929,-0.7974,5.46,3.912,-0.9667,3.309,-0.9226,0.8337,-0.4791,1.477,-0.9746,1
"268",12.26,1.409,3.106,3.303,2.031,1.606,2.466,2.184,2.193,1.263,1.317,1.266,0.8465,-224.6,19,2.053,1.508,5.585,4.212,-0.5472,2.231,0.3143,0.8202,-1.377,0.6716,-0.3705,1
"269",13.73,1.285,2.824,2.808,1.812,1.467,2.055,2.114,1.71,1.344,1.178,1.311,0.9003,-234.5,19.49,3.504,2.021,3.313,2.518,0.6004,1.47,-0.7046,-0.3325,0.2498,0.6652,-0.6797,1
"270",12.01,1.321,2.764,2.709,1.91,1.527,2.007,2.052,1.95,1.23,1.254,1.344,0.8649,-222,21.63,8.4,6.944,1.235,2.145,3.101,-1.489,1.376,-1.503,-0.01852,0.06521,-0.3013,0
"271",11.58,1.407,2.527,2.583,1.904,1.595,1.896,1.997,1.789,1.184,1.31,1.287,0.8333,-222.3,20,3.635,2.893,4.233,3.714,0.6004,1.541,0.1494,-0.2628,-1.101,0.3373,-0.494,0
"272",15.25,1.55,2.998,2.902,2.092,1.509,2.141,1.916,2.1,1.213,1.191,1.311,0.8676,-230.8,19.11,2.736,1.359,4.018,2.794,0.0127,1.673,-0.9713,-0.2074,-0.2232,0.6946,-0.692,1
"273",12.64,1.611,2.584,2.923,1.967,1.947,1.994,1.904,1.982,1.227,1.266,1.416,0.9275,-225.8,16.68,-2.29,-3.512,6.929,4.671,-2.175,5.252,-2.688,-0.05678,-1.233,1.097,-0.8108,1
"274",19.21,1.746,3.322,3,3.245,2.181,2.932,2.165,2.187,1.66,1.763,1.707,1.039,-217.4,20.05,4.933,4.176,3.683,3.187,0.6544,0.07035,0.6706,0.0714,-0.5963,0.7456,-0.3828,0
"275",13.29,1.465,2.408,2.286,2.152,1.805,1.862,1.853,1.556,1.317,1.374,1.473,0.8819,-214.3,19.84,3.373,2.92,4.621,3.877,0.04383,0.9773,0.01082,-0.3429,-1.526,0.4688,-0.3509,1
"276",11.1,1.662,2.671,2.758,2.267,1.638,2.079,1.818,1.76,1.397,1.231,1.427,0.9406,-226,17.95,-0.1567,-0.9702,6.315,3.711,-2.333,2.549,-1.821,1.224,-0.4975,1.754,-0.5421,1
"277",14.22,1.213,2.473,2.516,2.205,1.749,2.014,1.854,1.889,1.312,1.457,1.35,0.9174,-226.9,19.96,4.012,3.093,3.716,2.98,0.515,0.9432,0.04165,0.0501,-0.2394,0.4759,-0.6632,1
"278",11.51,1.457,2.424,2.467,2.001,1.532,1.859,2.058,1.657,1.343,1.252,1.335,0.8738,-232,18.95,3.29,2.678,5.338,3.943,-0.7354,0.3476,0.3166,0.701,-1.12,1.059,-0.6863,1
"279",12.41,1.82,3.506,3.964,1.794,1.761,2.588,2.466,2.513,1.291,1.276,1.379,0.9091,-226.3,17.3,-1.111,-2.284,5.581,3.521,-1.856,3.983,-1.946,-0.1125,-1.333,0.4351,-0.2794,1
"280",14.18,1.552,3.307,3.685,1.967,1.955,2.677,2.254,2.454,1.344,1.237,1.458,0.9823,-231,18.8,2.843,1.784,4.154,3.09,0.06311,1.277,0.1674,0.433,-0.1136,0.9503,-0.5933,1
"281",31.55,1.757,2.394,2.422,1.811,1.391,1.683,1.96,1.586,1.229,1.12,1.361,0.9178,-235.2,17.96,1.727,1.027,5.42,3.814,-0.7431,1.488,-0.3848,0.4121,-1.134,0.981,-0.9918,1
"282",13.72,1.57,2.573,2.523,2.215,1.684,1.986,1.939,1.649,1.305,1.365,1.381,0.9591,-228.3,19.17,2.761,1.468,3.052,2.277,0.3181,1.967,-0.09539,0.1316,-0.2975,0.2303,-0.2816,1
"283",21.99,1.843,4.325,4.564,2.323,1.892,2.645,3.596,2.927,1.448,1.368,1.546,1.025,-222.4,19.44,3.387,2.102,3.056,2.769,1.227,2.181,0.1304,-0.1225,0.3568,0.5664,-0.6813,0
"284",13.49,1.891,3.513,3.64,2.457,1.751,2.575,2.215,2.105,1.416,1.323,1.433,0.9075,-223.3,19.08,2.265,1.757,5.911,3.822,-1.609,1.178,-0.07961,1.453,-1.201,0.7683,-0.3791,1
"285",12.03,1.48,2.685,2.679,1.891,1.574,1.805,1.901,1.605,1.24,1.155,1.276,0.9204,-240.9,19.93,4.396,2.279,2.117,1.601,1.409,1.6,-0.7066,-0.8243,0.7631,0.01082,-0.4762,0
"286",16.34,1.638,2.526,2.842,2.622,2.297,2.046,2.055,2.018,1.421,1.53,1.647,1.034,-224.1,17.83,-0.6867,-1.358,6.544,3.548,-3.109,3.133,-1.359,1.826,-1.231,0.602,-0.4341,1
"287",11.05,1.425,2.605,2.677,2.148,1.81,1.826,2.09,1.84,1.169,1.481,1.262,0.8968,-214.3,19.75,4.184,4.091,5.326,4.746,0.8298,0.2848,0.6706,-0.2668,-1.633,1.127,-0.8448,0
"288",14.52,1.562,2.661,2.906,2.126,1.705,2.095,1.894,1.906,1.315,1.257,1.381,1.01,-233.7,18.98,1.87,0.1686,3.257,2.072,0.1095,2.795,-1.316,-0.3003,0.4615,0.378,-0.3916,1
"289",10.96,1.347,2.957,2.924,2.242,1.879,1.982,2.407,2.047,1.215,1.303,1.487,0.8939,-230.4,20.53,6.118,4.523,1.823,2.48,2.842,0.6068,0.4392,-1.39,0.4321,0.5562,-0.5939,0
"290",15.72,1.309,2.582,2.763,2.454,2.23,1.795,2.293,1.815,1.298,1.677,1.554,1.016,-224.4,20.27,4.692,3.043,2.149,1.825,1.329,1.255,-0.05652,-0.2973,0.6024,0.06319,-0.5026,0
"291",9.152,1.483,2.66,2.943,1.733,1.529,1.855,2.03,1.607,1.311,1.146,1.242,0.898,-241.5,19.05,3.047,1.658,4.506,2.992,0.02453,1.585,-0.1983,0.09634,-0.4531,0.2831,-0.5286,1
"292",11.21,1.508,2.554,2.678,1.971,1.63,1.956,1.912,1.82,1.344,1.35,1.345,0.9314,-231.9,19.57,3.254,1.798,3.09,1.927,-0.04143,1.465,-0.1251,0.205,-0.3504,-0.1613,0.007636,1
"293",9.44,1.439,2.551,2.446,1.909,1.644,1.746,2.025,1.589,1.302,1.279,1.29,0.8719,-220.4,20.66,6.543,5.774,3.08,3.638,2.43,-0.6385,1.516,-0.9336,-0.7941,0.7728,-0.4484,0
"294",16.86,1.446,3.122,3.005,1.996,1.642,2.303,2.258,2.138,1.304,1.231,1.311,0.9185,-224.5,19.36,4.539,3.426,2.92,2.688,0.9898,0.3202,0.8615,-0.01038,-0.4697,0.5971,-0.6648,0
"295",10.08,1.384,2.647,2.92,1.624,1.58,1.959,1.956,1.914,1.259,1.205,1.245,0.869,-230.8,19.13,1.922,0.355,3.384,2.552,0.3422,3.272,-0.7986,-0.5531,-0.2921,-0.1569,-0.393,1
"296",21.15,1.44,2.914,3.159,1.901,1.856,1.782,2.51,1.842,1.311,1.186,1.44,0.9682,-223.4,20.66,4.583,2.575,1.2,0.3963,0.3927,1.034,-0.5127,-0.2095,1.063,-0.7544,-0.1397,1
"297",12.36,1.688,3.335,3.406,2.239,1.668,2.392,2.378,2.132,1.436,1.214,1.459,0.8869,-212.7,19.3,2.822,2.589,5.764,4.182,-1.124,0.611,0.1571,1.067,-1.287,1.182,-0.6162,1
"298",10.11,1.328,2.398,2.482,1.907,1.576,1.714,1.97,1.655,1.183,1.315,1.276,0.8242,-219.9,20.26,5.206,4.876,4.469,4.128,1.084,-0.4776,1.051,-0.2742,-1.164,1.203,-0.3169,0
"299",14.15,1.194,2.247,2.229,2.031,1.677,1.879,1.759,1.716,1.249,1.308,1.317,0.9102,-229.2,20.79,5.846,4.493,2.317,2.559,2.165,0.6363,0.3227,-0.8246,0.2745,0.26,-0.7319,0
"300",19.25,1.624,3.028,3.224,2.081,1.843,2.113,2.276,2.164,1.263,1.289,1.389,0.9778,-237.8,18.62,2.074,0.6846,4.517,2.583,-0.613,2.142,-0.3374,0.6169,-0.5725,-0.136,-0.4551,1
"301",10.86,1.657,2.33,2.364,2.425,2.22,1.834,2.063,1.834,1.366,1.426,1.553,1.231,-252.2,18.32,4.727,2.635,3.137,1.955,0.5872,0.2047,0.8814,0.031,-0.1436,0.09849,0.08087,0
"302",14.94,1.604,2.579,2.647,1.935,1.57,1.907,1.873,1.767,1.348,1.237,1.398,0.9714,-242.7,18.84,2.815,0.8546,2.936,1.961,0.7965,2.251,-1.095,-0.6892,0.5964,0.2739,-0.6809,0
"303",32.49,1.999,3.289,3.089,2.862,1.891,2.424,2.211,1.782,1.658,1.813,1.419,0.9455,-204.5,20.05,3.387,1.942,2.419,1.681,0.318,1.814,-0.5166,-0.05214,0.1848,-0.4273,-0.5841,1
"304",18.77,1.601,2.628,2.376,3.468,3.43,2.115,2.169,1.636,1.609,2.031,2.202,1.236,-226.5,19.35,3.107,1.412,3.113,1.049,-1.77,0.5836,-0.4912,1.213,0.3148,-0.4131,-0.05119,0
"305",7.771,1.46,2.332,2.617,1.671,1.466,1.954,1.803,1.821,1.276,1.162,1.336,0.897,-230,15.8,-2.878,-3.059,8.954,5.153,-4.419,3.496,-1.479,2.353,-2.36,1.614,-0.4633,1
"306",13.78,1.737,2.62,2.668,1.962,1.516,2.032,1.856,1.765,1.296,1.282,1.267,0.8951,-244.2,18.6,4.996,4.099,5.095,4.124,0.7793,-0.1356,2.036,0.667,-1.345,0.6583,-0.489,1
"307",10.12,1.621,2.317,2.318,2.225,1.834,1.734,1.877,1.534,1.391,1.335,1.384,0.9482,-218.3,16.65,-3.438,-4.497,6.561,3.437,-3.511,5.4,-3.785,0.9899,-0.7023,0.8413,-0.9395,1
"308",19.34,1.936,2.951,2.966,2.812,1.937,2.51,2.166,2.109,1.663,1.619,1.587,0.9221,-216.2,19.22,2.491,1.309,3.451,2.835,0.6577,2.577,-0.4882,-0.04555,0.1178,0.6908,-0.6462,1
"309",21.27,1.845,3.975,4.222,2.514,2.188,2.149,3.797,2.812,1.536,1.56,1.638,1.073,-222.2,19.09,2.857,1.141,2.61,2.232,1.077,2.798,-0.8846,-0.4888,0.538,0.2793,-0.795,0
"310",13.82,1.729,3.269,3.356,2.196,1.804,2.17,2.558,2.013,1.447,1.379,1.406,0.9053,-220.5,19.7,3.757,2.986,4.178,3.452,0.3521,0.8358,0.3519,0.0823,-0.8186,0.7103,-0.541,0
"311",17.82,1.291,2.448,2.369,2.155,1.777,1.884,2.006,1.762,1.297,1.478,1.422,0.884,-214.9,21.6,9.439,8.182,0.8813,2.367,3.865,-2.246,2.541,-1.275,0.2042,0.3733,-0.4478,0
"312",9.097,1.493,2.136,2.125,1.994,1.491,1.687,1.69,1.5,1.3,1.161,1.349,0.9723,-234.3,17.72,0.672,-0.3383,5.043,3.287,-0.8849,2.408,-1.248,0.3364,-0.1773,1.315,-0.9273,1
"313",11.44,1.684,3.003,2.888,2.355,1.727,2.197,2.111,1.782,1.409,1.364,1.417,0.9082,-232.5,19.41,4.421,3.66,4.686,3.648,0.1208,0.04918,0.8181,0.5108,-0.8846,0.7406,-0.7463,1
"314",11.19,0.8272,1.756,1.839,1.506,1.483,1.481,1.485,1.383,1.247,1.24,1.231,0.8487,-131.3,21.87,5.489,3.053,-0.6315,-0.6356,1.509,1.58,-0.7025,-0.8063,1.588,-1.792,-0.183,1
"315",10.81,0.7794,1.651,1.718,1.406,1.396,1.374,1.502,1.276,1.253,1.072,1.153,0.9345,-139.5,22.11,5.889,3.567,-0.2031,-0.3262,1.274,0.8756,-0.7896,-1.036,1.325,-1.636,-0.11,1
"316",8.747,1.535,2.249,2.4,1.667,1.499,1.691,1.773,1.703,1.237,1.233,1.293,0.9407,-234.6,17.63,1.171,0.6217,5.448,3.758,-1.214,1.763,0.7748,1.437,-1.203,1.031,-0.3322,1
"317",24.17,1.749,3.549,3.635,2.228,1.713,2.366,2.533,2.214,1.315,1.253,1.374,0.9118,-221.3,20.25,5.099,3.236,1.407,1.533,2.031,1.299,-0.05633,-0.8456,0.7799,-0.02059,-0.6659,1
"318",12.55,1.668,2.428,2.526,2.035,1.684,1.791,1.889,1.686,1.266,1.359,1.242,0.87,-231.5,18.59,4.282,3.705,5.699,4.301,-0.415,-0.522,1.972,1.285,-2.482,0.7061,-0.2013,1
"319",13.31,1.606,2.617,2.662,2.017,1.686,1.954,2.1,1.972,1.251,1.314,1.335,0.9326,-226.7,19.5,4.27,3.042,2.616,2.649,1.778,1.361,0.4279,-0.5747,0.05391,0.5927,-0.7043,1
"320",33.51,2.578,3.371,2.743,3.434,2.394,2.668,1.939,1.893,1.964,1.899,1.765,0.9218,-197.7,21.46,9.771,8.627,0.7144,2.417,4.122,-2.639,3.387,-1.211,0.2865,0.3424,-0.5147,1
"321",9.229,1.492,2.221,2.47,1.811,1.584,1.937,1.751,1.761,1.279,1.3,1.258,0.8899,-244.2,18.44,3.208,2.144,5.439,3.528,-0.6397,0.6642,0.6201,0.8508,-1.211,0.4361,-0.4712,1
"322",12.36,1.278,2.157,2.157,1.918,1.602,1.788,1.802,1.73,1.198,1.273,1.341,0.9317,-230.9,20.61,6.139,5,2.295,2.951,2.892,0.7089,1.17,-0.6906,0.4399,0.6327,-0.7804,1
"323",11.5,1.605,2.189,2.377,1.794,1.512,1.739,1.794,1.748,1.289,1.211,1.252,0.9009,-237.3,17.3,2.365,1.558,5.292,4.099,-0.1059,1.129,1.31,0.8241,-1.047,1.19,-0.7394,0
"324",12.66,1.764,3.143,3.088,2.439,1.901,2.168,2.269,1.985,1.352,1.425,1.462,0.963,-221.2,19.55,3.928,3.468,4.525,3.608,0.1141,0.191,0.931,0.5027,-1.039,0.9693,-0.2067,1
"325",11.39,1.517,2.993,3.037,2.254,1.656,2.212,2.226,2.138,1.268,1.196,1.36,0.8898,-227.5,18.38,2.079,2.157,7.303,5.214,-1.924,0.6119,-0.004917,1.174,-1.92,1.644,-0.5475,0
"326",16.1,1.527,2.646,2.768,2.173,1.551,2.091,2.2,2.181,1.536,1.411,1.525,0.9862,-234.2,19.6,3.347,1.267,1.913,1.549,1.348,2.622,-1.387,-0.9246,1.252,0.3299,-0.6586,1
"327",13.01,1.686,2.81,2.952,2.125,1.664,2.124,1.973,1.96,1.408,1.186,1.505,0.9367,-221,18.19,0.1715,-0.524,5.749,3.43,-2.103,2.449,-1.286,1.148,-0.7779,1.275,-0.3032,1
"328",18.43,1.432,3.039,3.228,2.198,1.871,2.085,2.772,2.414,1.316,1.441,1.472,0.8688,-218.5,20.45,6.836,5.721,2.115,3.078,3.146,-0.2681,1.436,-1.077,-0.001145,0.6623,-0.9505,0
"329",11.56,1.35,2.182,2.086,2.504,2.497,1.827,1.867,1.631,1.35,1.583,1.593,1.111,-240.4,19.99,5.43,3.548,2.206,1.607,1.076,0.3324,0.5154,-0.08834,0.4505,-0.044,-0.1206,0
"330",8.822,1.445,1.851,1.899,1.656,1.384,1.574,1.385,1.247,1.294,1.199,1.197,0.9605,-250.7,17.63,0.8474,-1.564,3.113,0.7035,-1.056,2.449,-1.397,0.009368,0.2828,-0.6865,-0.1163,0
"331",15.08,1.453,2.497,2.635,2.095,1.762,1.975,2.029,2.378,1.751,1.407,1.343,0.9298,-224.6,18.55,1.762,1.591,6.378,4.185,-2.419,0.736,-0.05811,1.421,-1.957,0.8476,-0.335,1
"332",9.39,1.651,2.084,1.907,2.181,1.775,1.679,1.927,1.536,1.361,1.252,1.306,1.017,-238.5,18.6,4.46,3.023,3.366,2.736,0.5344,0.0249,1.215,0.2988,-0.5528,0.7331,-0.3972,0
"333",11.68,1.471,2.437,2.584,1.869,1.476,1.813,1.734,1.527,1.295,1.191,1.287,0.9012,-232,18.57,1.127,0.06911,5.543,3.428,-1.324,2.207,-1.263,0.6584,-0.4096,1.219,-0.4206,1
"334",14.39,1.609,2.834,3.014,1.969,1.671,2.124,2.103,1.905,1.456,1.327,1.454,1.039,-238.9,18.33,1.515,-0.03777,3.532,2.123,-0.3234,2.733,-0.7081,0.3289,0.1089,0.1215,-0.426,0
"335",14.27,1.85,3.411,3.5,2.503,1.814,2.502,2.391,2.248,1.548,1.304,1.534,0.965,-238.9,17.79,1.827,0.4864,4.842,3.135,-0.5066,1.773,-0.3063,0.4904,-0.1945,1.016,-0.6655,1
"336",11.75,1.761,2.672,2.654,2.382,1.898,2.005,1.951,1.625,1.307,1.362,1.411,0.8584,-222.5,18.15,2.886,3.203,7.437,5.923,-0.6498,0.1816,1.275,1.005,-2.553,1.694,-0.7732,1
"337",23.7,1.585,2.746,2.838,2.603,2.122,2.07,2.1,2.012,1.304,1.422,1.506,0.9228,-213,19.63,4.253,3.676,4.169,3.875,1.258,0.8523,0.8265,0.0008792,-0.3735,1.149,-0.9303,0
"338",11.22,1.535,2.732,2.844,2.028,1.636,2.012,2.103,1.697,1.432,1.328,1.482,1.028,-227.3,19,1.379,0.1782,4.148,2.227,-1.547,2.304,-0.978,0.9882,-0.1875,0.1986,-0.3433,1
"339",16.93,2.008,3.371,3.362,2.636,1.883,2.341,2.244,1.944,1.58,1.554,1.302,0.9561,-221,20.97,7.234,6.011,1.891,2.647,2.994,-0.3291,1.895,-0.7841,-0.05707,0.03023,-0.4358,1
