"","MFCC Overall Standard Deviation0","MFCC Overall Standard Deviation1","MFCC Overall Standard Deviation2","MFCC Overall Standard Deviation3","MFCC Overall Standard Deviation4","MFCC Overall Standard Deviation5","MFCC Overall Standard Deviation6","MFCC Overall Standard Deviation7","MFCC Overall Standard Deviation8","MFCC Overall Standard Deviation9","MFCC Overall Standard Deviation10","MFCC Overall Standard Deviation11","MFCC Overall Standard Deviation12","MFCC Overall Average0","MFCC Overall Average1","MFCC Overall Average2","MFCC Overall Average3","MFCC Overall Average4","MFCC Overall Average5","MFCC Overall Average6","MFCC Overall Average7","MFCC Overall Average8","MFCC Overall Average9","MFCC Overall Average10","MFCC Overall Average11","MFCC Overall Average12"
"232",8.982,1.382,2.048,1.842,2.042,1.598,1.508,1.686,1.297,1.227,1.187,1.381,0.8628,-221.6,19.26,3.208,1.753,2.654,2.585,1.711,2.113,-0.9541,-1.317,0.1184,0.7727,-0.8321
"233",16.77,1.61,2.332,2.151,2.972,2.569,1.689,1.837,1.766,1.462,1.587,1.73,1.216,-207.5,21.97,8.66,6.471,-0.1776,1.23,4.037,-0.6809,0.1246,-2.16,1.719,0.2178,-0.7309
"234",17.97,1.068,2.269,2.627,1.349,1.491,1.846,1.819,1.863,1.176,1.048,1.282,0.9176,-193.2,20.88,4.424,3.317,2.172,1.603,0.1892,0.6174,-0.01453,0.187,0.4042,-0.1129,-0.2609
"235",12.56,1.378,2.237,2.081,1.75,1.484,1.626,1.753,1.486,1.254,1.208,1.288,0.9449,-232.2,20.67,7.462,4.085,-0.7603,-0.2092,2.876,1.19,0.3487,-0.9525,0.8758,-1.393,-0.4393
"236",10.16,1.538,2.486,2.251,1.734,1.461,1.634,1.773,1.675,1.174,1.196,1.266,0.9152,-230.7,19.67,5.81,3.618,1.567,1.897,2.348,0.7179,0.5157,-0.7769,0.4748,0.5072,-0.701
"237",19.59,1.41,3.133,3.41,1.79,1.563,2.18,2.534,2.28,1.356,1.224,1.314,0.8951,-215.4,20.42,4.8,2.859,1.496,1.29,1.286,1.028,-0.6961,-0.7378,0.9879,0.07079,-0.7035
"238",9.658,1.105,2.248,2.32,1.565,1.5,1.812,1.83,1.666,1.151,1.147,1.295,0.9346,-217.3,21.39,6.494,4.195,-0.5224,0.2544,2.943,1.399,0.257,-1.254,0.9746,-1.258,-0.4643
"239",19.2,1.748,2.211,2.318,1.893,1.715,1.706,1.58,1.951,1.328,1.336,1.486,0.9203,-226.6,20.68,7.668,4.302,-0.42,0.5127,3.506,0.5717,-0.4121,-1.913,1.424,0.05179,-0.4474
"240",17.71,1.598,2.823,2.807,1.912,1.515,2.12,1.894,1.839,1.449,1.194,1.335,0.9246,-227.7,19.97,6.085,3.874,1.234,1.447,2.159,0.5386,0.6528,-0.5463,0.5543,-0.03584,-0.673
"241",12.5,1.525,2.244,2.14,2.042,1.593,1.782,1.781,1.394,1.268,1.229,1.221,1.037,-221.5,20.47,6,3.483,0.1155,0.969,2.881,1.021,-0.9203,-2.103,0.9385,0.07242,-0.3479
"242",11.98,1.295,2.79,3.22,1.758,1.839,2.109,2.488,2.423,1.504,1.297,1.431,1.216,-187.3,20.06,2.511,0.9864,2.601,1.554,-0.4242,2.94,-1.514,0.3531,1.034,-0.265,-0.9129
"243",13.38,1.474,2.475,2.482,2.017,1.521,1.769,1.886,1.612,1.185,1.075,1.32,0.8787,-216.1,19.88,3.483,1.555,1.663,1.892,2.155,2.879,-1.574,-1.542,1.037,0.4806,-0.5719
"244",12.08,1.3,2.283,2.165,1.955,1.718,1.48,1.875,1.571,1.283,1.188,1.41,0.9217,-216.2,20.69,5.092,3.022,0.6508,1.349,3.012,2.252,-1.202,-1.878,1.401,0.06504,-0.6549
"245",16.03,2.298,3.514,3.084,1.996,1.48,2.185,2.232,1.903,1.216,1.179,1.161,0.9134,-246.6,19.08,14.85,9.94,-0.1229,1.899,4.924,-2.619,3.253,-0.6349,-0.4558,0.512,-0.7734
"246",15.26,1.304,2.587,2.661,1.688,1.616,1.834,2.05,1.859,1.121,1.26,1.093,0.8405,-213.2,20.57,5.411,4.565,2.961,2.75,1.125,0.09386,1.269,0.22,-0.4688,0.1014,-0.6094
"247",7.635,1.105,2.138,2.036,1.726,1.417,1.608,1.67,1.352,1.184,1.258,1.069,0.9244,-207.1,21.84,6.651,4.736,0.5131,0.4239,1.517,0.08159,0.5622,-0.2752,0.5962,-1.211,0.03925
"248",13.34,1.561,2.592,2.596,2.053,1.641,1.698,2.09,1.721,1.15,1.174,1.378,0.9282,-217.8,19.56,3.278,1.386,1.708,1.803,1.898,2.55,-1.289,-1.311,0.6666,0.3762,-0.8086
"249",13.67,1.437,3.459,3.453,1.577,1.71,2.348,2.329,2.228,1.204,1.226,1.348,0.8523,-223.3,21.78,10.1,7.581,-0.04083,1.054,3.322,-1.933,1.965,-0.9274,0.3385,-0.5718,-0.3238
"250",26.21,1.618,4.029,3.804,2.381,1.881,2.755,2.546,2.06,1.625,1.447,1.445,0.974,-202.9,22.23,8.688,5.152,-2.828,-1.337,3.978,0.91,-0.2015,-2.126,2.054,-1.888,-0.2384
"251",9.908,1.196,2.306,2.125,1.909,1.677,1.674,1.759,1.594,1.156,1.262,1.225,1.07,-210.9,21.87,7.134,4.84,-1.147,-0.2304,3.201,1.108,0.6552,-1.112,1.253,-1.696,-0.4532
"252",13.49,1.436,2.715,2.525,2.316,1.989,1.812,2.324,1.887,1.596,1.538,1.799,1.397,-211.4,20.02,3.696,1.468,0.32,0.6139,1.972,3.097,-1.282,-1.112,1.177,-0.8325,-0.9813
"253",17.03,1.401,2.524,2.227,2.458,1.996,1.748,2.025,2.544,2.083,1.676,1.705,2.239,-216.4,21.41,9.981,7.155,-0.908,1.322,4.439,-1.211,0.7639,-2.675,1.15,0.3985,0.2461
"254",12.06,1.739,2.587,2.238,1.855,1.503,1.52,1.897,1.61,1.258,1.146,1.206,0.8645,-233.9,19.92,7.182,4.172,0.6803,1.466,3.2,0.6409,0.5102,-1.25,0.6133,0.3438,-0.7291
"255",14.09,1.159,2.195,2.326,2.055,1.965,1.554,2.055,1.744,1.257,1.472,1.335,0.8525,-204.5,20.93,4.881,3.105,1.171,1.999,2.951,2.62,-1.106,-1.913,0.7844,-0.194,-0.7667
"256",13,1.201,2.462,2.639,1.723,1.535,1.749,2.204,1.871,1.224,1.211,1.254,0.8364,-199.2,21.07,4.753,2.508,-0.03566,0.9063,2.922,2.915,-1.508,-1.931,1.788,-0.2719,-0.5385
"257",11.35,1.85,2.392,2.328,1.746,1.293,1.741,1.771,1.824,1.196,1.124,1.213,0.8909,-242.9,18.82,7.87,4.123,1.316,2.12,3.47,0.366,0.467,-1.489,0.5433,0.9557,-0.9091
"258",14.44,1.577,2.229,2.112,1.971,1.724,1.582,1.616,1.665,1.247,1.282,1.377,0.9198,-232.8,19.97,8.112,5.722,0.8324,1.457,2.203,-1.146,2.179,-0.04592,0.0642,0.03601,-0.3815
"259",21.65,1.834,3.132,3.195,2.189,1.975,2.417,2.091,1.958,1.535,1.351,1.649,0.9336,-226.1,20.18,6.843,3.723,0.5827,0.8278,2.551,0.603,-0.5081,-1.435,1.103,-0.1514,-0.6277
"260",15.96,1.475,3.291,3.189,1.628,1.433,2.176,2.288,2.024,1.362,1.217,1.16,0.8495,-224.3,20.47,6.407,3.801,0.7732,1.172,2.402,0.5931,-0.5159,-1.175,1.014,0.2064,-0.8417
"261",10.59,1.348,2.308,2.478,1.681,1.4,1.877,1.741,1.782,1.239,1.164,1.2,0.8769,-225.4,20,4.761,2.23,0.9951,1.33,2.622,2.212,-1.138,-1.515,1.264,0.3802,-0.7376
"262",9.898,1.174,2.15,2.158,1.904,1.68,1.69,1.674,1.766,1.23,1.331,1.342,0.845,-218.4,21.36,6.631,4.16,-0.6522,0.2029,3.034,1.375,0.3487,-1.12,1.254,-1.048,-0.4565
"263",17.56,1.693,2.413,2.222,1.851,1.497,1.649,1.852,1.698,1.244,1.313,1.439,0.8925,-230.1,20.62,8.589,4.879,-0.8311,0.5615,3.947,0.4864,-0.2372,-1.956,1.197,-0.03059,-0.6736
"264",9.898,1.207,2.23,2.288,1.915,1.671,1.738,1.893,1.675,1.26,1.269,1.205,0.8981,-193.6,20.24,3.97,3.682,4.147,3.745,0.5331,0.9638,0.4658,0.4988,-0.1078,1.214,-0.6965
"265",16.44,2.047,2.966,2.746,2.293,1.788,1.92,2.059,1.769,1.393,1.415,1.336,0.969,-231.8,20.5,10.3,7.318,0.3721,2.023,4.136,-1.532,2.307,-1.085,0.3788,0.6664,-0.5145
"266",19.16,1.82,3.293,3.153,2.237,2.002,2.283,2.319,1.95,1.475,1.479,1.452,0.9505,-229.1,20.34,7.736,4.253,-1.014,-0.2529,3.097,0.9614,0.8948,-0.675,1.161,-1.109,-0.6358
"267",13.71,1.58,2.554,2.493,2.485,1.853,1.911,1.912,1.609,1.319,1.275,1.532,0.8993,-225.1,20.19,6.215,4.172,1.597,2.205,3.087,0.7247,0.258,-1.304,0.7233,0.7665,-1.033
"268",11.01,1.344,2.465,2.476,1.762,1.543,1.594,2.095,1.748,1.193,1.239,1.261,0.8459,-225.6,20.45,6.099,4.182,1.483,1.586,1.839,0.3045,0.9336,-0.3428,0.1849,-0.1547,-0.4605
"269",13.98,1.377,3.022,3.045,1.91,1.445,2.206,2.06,2.067,1.216,1.216,1.215,0.8804,-223.2,20.67,6.706,4.48,1.521,2.259,3.437,0.834,-0.256,-1.715,1.122,0.8674,-0.8572
"270",11.68,1.244,2.57,2.622,1.773,1.739,1.992,1.937,2.033,1.304,1.303,1.33,0.9221,-211,21.26,7.293,6.04,0.9828,1.742,2.459,-0.503,2.327,-0.01493,0.3119,-0.2979,-0.4007
"271",15.99,1.289,2.65,2.627,1.865,1.553,1.877,2.037,1.617,1.321,1.233,1.292,0.8849,-204.9,21.81,6.537,3.823,-0.7806,0.1205,3.094,1.295,-1.59,-2.373,2.089,-0.5752,-0.591
"272",24.71,1.425,3.03,3.374,2.122,2.26,2.179,2.884,2.122,1.384,1.357,2.642,1.178,-211.2,20.8,6.174,3.615,0.2839,1.056,3.372,1.87,-0.747,-1.958,1.239,-0.5629,-1.02
"273",13.28,0.977,2.344,2.692,1.689,1.735,2.039,1.898,1.859,1.224,1.26,1.273,0.8565,-185.1,20.51,3.208,1.99,2.539,1.883,0.2572,2.169,-1.182,-0.1633,0.4405,-0.2555,-0.781
"274",14.3,2.125,2.586,2.398,2.023,1.684,2.002,1.856,1.98,1.382,1.275,1.391,0.7918,-237.3,20.07,12.32,8.129,-0.6567,1.785,5.316,-1.539,2.305,-1.437,0.6055,1.139,-0.6967
"275",23.01,1.867,2.621,2.535,2.495,2.046,1.734,2.577,1.843,1.331,1.415,1.67,0.953,-236,19.41,5.799,2.67,1.98,1.911,2.666,2.115,-0.6301,-1.435,0.6944,-0.2769,-0.7115
"276",8.915,1.113,1.847,1.937,1.966,1.809,1.396,2.056,1.452,1.247,1.342,1.485,0.8759,-189.7,19.91,1.56,4.727e-05,2.787,2.179,0.7673,4.399,-2.813,-0.9414,0.9536,0.1782,-1.08
"277",10.61,1.27,2.095,2.084,1.453,1.336,1.544,1.755,1.462,1.194,1.099,1.236,0.9193,-207.5,19.73,2.928,1.974,3.451,3.333,1.523,2.424,-1.624,-1.427,0.4922,1.49,-0.9636
"278",19.42,1.74,3.51,3.153,1.946,1.765,2.105,2.482,2.399,1.296,1.332,1.397,0.9806,-225.2,19.81,7.21,4.486,0.6555,1.736,3.379,0.2794,0.4156,-1.502,0.8906,0.9997,-0.9321
"279",11,1.834,2.571,2.56,1.901,1.44,1.738,1.95,1.946,1.244,1.164,1.248,0.9794,-242.4,18.85,7.799,4.144,1.184,2.01,3.65,0.501,0.3914,-1.434,0.8535,1.214,-0.8634
"280",19.82,2.304,3.433,3.403,1.769,1.588,2.407,2.439,2.233,1.33,1.173,1.363,0.8939,-237.3,19.66,10.99,7.651,0.8997,2.33,3.878,-1.993,1.909,-1.141,0.07266,0.7828,-0.9931
"281",7.767,1.233,2.043,1.886,1.85,1.43,1.418,1.585,1.396,1.19,1.202,1.379,0.9677,-208.8,19.8,3.234,2.209,3.56,3.629,2.268,2.59,-1.427,-1.405,0.7875,1.883,-1.428
"282",10.28,1.274,2.352,2.412,1.898,1.584,1.564,2.175,1.468,1.107,1.267,1.41,0.8828,-198.5,20.44,3.103,1.464,1.858,1.72,1.57,3.11,-2.11,-1.263,1.1,0.03687,-0.9936
"283",17.04,1.488,2.764,2.49,2.082,1.674,1.777,2.012,2.015,1.503,1.282,1.408,0.9227,-234.4,19.35,5.775,2.392,1.173,1.416,2.961,2.099,-1.025,-1.829,0.8415,0.06765,-0.7618
"284",18,1.329,3.013,3.11,1.666,1.502,1.857,2.33,2.005,1.175,1.158,1.294,0.7899,-199,21.15,5.236,3.953,1.911,1.572,0.7901,0.5494,0.3382,0.09224,0.2477,-0.5902,-0.4335
"285",16.51,1.261,2.924,3.043,1.828,1.644,2.056,2.152,1.849,1.172,1.291,1.24,0.8607,-204.1,21.29,5.515,3.767,1.169,1.09,1.428,0.7627,-0.619,-0.7119,1.085,-0.3342,-0.5813
"286",14.24,1.542,3.078,2.77,1.576,1.369,1.717,2.213,1.804,1.173,1.125,1.285,0.8467,-226.5,21.39,11.48,8.83,-0.4864,1.539,4.643,-2.708,2.535,-1.402,0.2387,0.2392,-0.6743
"287",13.48,1.308,2.581,2.356,2.302,2.154,1.851,2.195,1.57,1.528,1.448,1.559,1.031,-192.2,21.43,5.205,3.239,0.6956,1.147,2.358,2.133,-0.9656,-1.509,1.077,-0.8232,-0.5825
"288",12.25,1.791,2.805,2.498,2.057,1.475,1.696,1.896,1.673,1.212,1.126,1.267,0.8967,-235.4,19.37,7.201,4.408,0.8325,1.886,3.511,0.3298,0.8626,-1.236,0.6294,0.8525,-0.8319
"289",11.29,1.479,2.624,2.414,2.073,1.678,1.826,1.894,1.842,1.274,1.156,1.386,0.8543,-228.3,19.87,6.144,3.622,0.5696,1.469,3.324,1.202,0.1141,-1.453,1.012,0.5625,-0.7094
"290",17.43,1.625,2.66,2.59,1.877,1.792,1.889,1.998,2.018,1.06,1.216,1.459,0.9296,-228.4,19.59,6.486,4.475,2.191,2.636,2.52,-0.02043,1.195,-0.7279,0.1931,0.9449,-0.8202
"291",16.91,1.687,3.182,3.15,2.232,1.781,2.317,2.18,1.772,1.342,1.291,1.42,0.8758,-226.3,20.69,7.699,4.811,0.3957,1.39,3.648,0.4395,-0.216,-1.86,1.001,0.4284,-0.6233
"292",13.54,1.335,2.205,2.413,1.87,1.48,1.799,1.991,1.631,1.322,1.252,1.286,0.9394,-218.6,19.77,4.125,2.541,2.255,2.496,2.208,1.775,-0.6784,-1.164,0.6911,1.112,-0.6727
"293",24.63,2.241,3.053,2.441,1.928,1.546,1.66,2.052,1.721,1.26,1.228,1.242,0.8206,-245.2,18.35,7.146,2.824,1.544,1.584,2.952,1.545,-0.7829,-1.685,0.5744,0.01573,-0.7675
"294",19.22,1.602,2.873,2.751,2.22,1.897,2.021,2.159,2.108,1.262,1.436,1.595,1.068,-224.4,19.54,5.007,2.617,1.423,1.775,2.511,1.673,-0.4668,-1.287,0.8109,0.5845,-0.7664
"295",11.96,1.924,2.649,2.568,1.838,1.537,1.777,1.9,1.778,1.205,1.064,1.22,0.9198,-237.3,19.89,8.442,5.298,0.8811,1.819,3.667,-0.1269,0.8601,-1.532,0.224,0.4057,-0.6012
"296",9.574,1.118,2.078,1.899,1.924,1.562,1.679,1.744,1.556,1.276,1.332,1.178,0.8907,-212,21.16,5.881,4.047,0.4594,1.449,3.026,1.492,-0.1689,-1.545,0.7807,-0.372,-0.6724
"297",11.8,1.522,2.147,1.923,2.008,1.479,1.514,1.559,1.544,1.169,1.234,1.062,0.8745,-225.6,20.48,7.565,5.445,0.4565,1.993,4.056,0.02965,1.051,-1.656,0.5911,0.5522,-0.9119
"298",14.18,1.554,2.913,2.686,2.448,1.804,1.799,2.154,1.742,1.409,1.3,1.369,0.9556,-221.8,20.37,5.765,3.619,1.28,1.882,2.857,1.327,-0.5728,-1.557,0.9483,0.5056,-0.6665
"299",19.56,1.383,2.626,2.448,2.21,1.797,1.945,2.045,2.518,2.109,1.467,1.654,2.121,-215.3,20.88,8.553,5.945,-0.5392,1.226,3.859,-0.5209,0.2917,-2.413,1.153,0.5077,0.01241
"300",11.65,2.043,2.728,2.377,1.988,1.647,1.517,1.71,1.563,1.285,1.153,1.215,0.877,-248.2,17.67,8.158,4.697,1.735,2.789,3.631,0.2399,1.71,-0.7874,0.2942,1.137,-1.061
"301",10.7,1.281,2.624,2.555,1.858,1.505,1.743,2.23,1.593,1.399,1.287,1.232,0.8874,-218.6,21.48,7.39,5.294,0.4063,1.612,3.756,0.5757,0.02179,-2.031,0.8914,0.08145,-0.6317
"302",11.13,1.62,2.666,2.634,1.907,1.424,1.757,2.09,1.714,1.179,1.195,1.172,0.9877,-226.1,19.72,6.327,4.567,1.157,2.343,3.385,0.2342,1.295,-1.118,0.7982,1.261,-0.8376
"303",11.27,1.853,2.718,2.406,1.784,1.427,1.682,1.778,1.679,1.179,1.16,1.209,0.8227,-239.3,20.06,10,6.061,-0.6356,0.6673,3.603,-0.5193,1.9,-0.5028,0.6021,-0.1229,-0.5723
"304",14.44,1.501,2.8,2.572,2.1,1.724,1.914,2.028,1.736,1.2,1.346,1.274,0.8419,-218.7,20.48,6.426,4.714,0.909,2.095,3.303,0.3971,0.4688,-1.537,0.6789,0.7366,-0.8601
"305",15.79,1.536,2.067,1.862,2.474,1.889,1.482,1.604,1.406,1.25,1.323,1.549,0.9528,-215.7,20.51,5.537,3.883,1.382,1.714,2.474,0.4907,-0.8522,-1.896,1.041,0.9935,-0.6553
"306",12.57,1.271,2.302,2.372,1.665,1.444,1.653,1.85,1.666,1.208,1.289,1.185,0.9325,-214.7,20.77,4.86,2.92,0.9644,0.7627,1.186,1.104,-0.5735,-0.6664,0.6929,-0.6544,-0.5458
"307",12.19,1.282,2.044,2.127,1.764,1.446,1.558,1.692,1.523,1.257,1.216,1.236,0.9076,-216.8,19.24,1.845,0.1535,3.625,2.69,0.6524,3.308,-2.518,-1.32,0.1313,0.5867,-0.8023
"308",10.93,2.109,2.538,2.561,1.646,1.204,1.848,1.96,1.756,1.157,1.003,1.087,0.7849,-245.9,18.9,12.91,8.195,0.9163,3.02,5.015,-1.887,2.863,-1.045,-0.2648,1.514,-0.9686
"309",23.59,1.395,2.998,3.215,2.377,2.262,1.948,2.594,2.343,1.629,1.829,1.481,1.08,-199.2,21.55,6.736,4.483,0.5045,-0.1737,0.08243,-0.7294,0.5602,0.2554,0.05958,-1.987,0.4248
"310",13.87,1.806,2.998,2.62,2.284,1.67,1.843,1.873,1.701,1.244,1.209,1.347,0.8111,-232.5,19.76,7.532,4.667,0.8132,1.962,3.841,0.491,1.001,-1.439,0.5274,0.6818,-0.921
"311",15.2,2.364,2.601,2.346,2.196,1.772,1.661,1.75,1.458,1.198,1.367,1.225,0.923,-255.2,17.48,12.61,6.559,-0.5714,0.5016,3.744,-0.06735,2.127,-0.3033,-0.1741,-0.3539,-0.5758
"312",11.51,1.784,2.858,2.793,2.033,1.408,1.873,2.105,1.892,1.175,1.185,1.166,0.9453,-237.8,19.31,8.149,5.684,2.684,3.072,2.773,-1.19,1.562,-0.7617,-0.01345,1.321,-0.94
"313",12.41,1.198,2.138,2.069,1.742,1.579,1.72,1.998,1.384,1.192,1.26,1.309,0.9081,-208.8,21.18,5.689,3.439,-0.554,0.1674,2.515,1.358,-0.5009,-1.383,1.263,-0.7905,-0.3354
"314",14.18,1.428,2.367,2.167,1.825,1.618,1.61,1.894,1.612,1.19,1.251,1.248,0.8389,-227.5,20.51,8.006,5.293,-0.4372,1.223,4.2,0.4391,1.335,-1.44,0.8216,0.1432,-0.7515
"315",15.66,1.781,2.818,2.693,2.433,1.805,1.959,2.146,1.675,1.348,1.387,1.402,0.9213,-223.7,19.93,6.082,4.559,2.364,3.087,2.979,0.3364,1.008,-1.105,0.1599,1.164,-0.8988
"316",11.52,1.957,2.898,2.541,1.836,1.425,1.873,1.818,1.619,1.166,1.274,1.371,0.9692,-239.3,20.26,13.69,9.805,-0.2514,1.941,4.888,-2.943,2.777,-1.062,-0.05738,0.6088,-0.6836
"317",12.12,1.251,2.409,2.301,2.021,1.623,1.79,1.842,1.662,1.474,1.228,1.233,0.8758,-205.4,20.76,4.688,3.686,2.614,2.63,1.523,1.109,-0.08043,-0.4488,0.3857,0.465,-0.8823
"318",11.88,1.364,2.331,2.25,2.011,1.685,1.649,1.893,1.636,1.204,1.335,1.391,1.032,-214.9,21.41,6.804,4.042,-1.237,0.04841,3.765,1.877,-0.2153,-1.831,1.568,-1.073,-0.5554
"319",11.15,1.293,2.409,2.231,1.808,1.525,1.802,2.136,1.678,1.388,1.248,1.359,0.9376,-213.5,21.39,6.536,3.936,-1.395,-0.2558,3.553,1.843,-0.2371,-1.756,1.658,-1.303,-0.6802
"320",13.91,1.333,2.451,2.344,1.976,1.825,1.75,1.928,1.896,1.245,1.352,1.268,0.9496,-222.9,20.68,7.834,5.689,-0.1086,0.676,2.464,-1.102,1.901,-0.2918,0.4729,-0.222,-0.3144
"321",12.74,1.521,3.122,2.839,1.573,1.238,2.112,2.051,1.759,1.231,1.252,1.235,0.942,-228,20.85,8.371,5.998,0.4979,1.192,2.873,-0.8352,1.336,-0.8142,0.2153,-0.2534,-0.5797
"322",12.65,1.397,2.35,2.349,2.056,1.669,1.907,2.115,1.808,1.436,1.298,1.379,0.9142,-221.7,20.18,6.283,4.5,0.9299,2.165,3.631,0.5938,0.213,-1.957,0.5669,0.6852,-0.9585
"323",13.02,1.985,2.62,2.458,2.14,1.684,1.981,2.018,2.029,1.4,1.326,1.318,0.9337,-237.6,20.26,11.56,7.435,-0.07849,2.121,4.986,-1.342,1.995,-1.497,0.4091,1.186,-0.8659
"324",18.29,1.411,2.949,3.07,1.9,1.609,2.034,2.093,2.017,1.285,1.217,1.398,0.8769,-195.7,20.76,4.048,2.346,1.65,1.247,0.7181,1.548,-1.427,-0.705,1.056,-0.1457,-0.7052
"325",16.61,1.182,2.369,2.548,1.64,1.478,1.83,1.817,1.746,1.1,1.155,1.249,0.8215,-189.8,21.14,4.694,3.275,1.483,0.9828,0.2645,0.6759,-0.3268,-0.09124,0.5481,-0.649,-0.2399
"326",14.21,1.517,2.223,2.3,1.79,1.441,1.61,1.85,1.618,1.171,1.114,1.176,0.9387,-225.2,19.71,4.485,1.706,0.9459,1.256,2.57,2.586,-1.636,-1.878,1.155,0.2405,-0.5733
"327",10.73,1.376,2.154,2.294,1.729,1.6,1.805,1.988,1.942,1.364,1.284,1.375,0.9021,-217.2,19.65,5.167,4.106,3.354,3.643,2.292,0.2717,0.1596,-0.8908,0.4427,1.835,-1.419
"328",15.15,1.603,3.356,3.04,2.197,1.798,2.112,2.218,1.823,1.264,1.292,1.415,0.9559,-216.2,21.69,7.862,4.718,-2.081,-0.803,3.68,1.138,0.4545,-1.408,1.735,-1.552,-0.4052
"329",10.99,1.887,2.704,2.479,2.065,1.473,1.786,1.892,1.606,1.185,1.15,1.229,0.8994,-238.9,20.06,10.16,6.124,-0.6058,0.6476,3.948,-0.443,1.734,-0.6413,0.5339,-0.1077,-0.6906
"330",15.54,1.487,3.148,2.927,2.095,1.751,1.872,2.108,1.872,1.251,1.371,1.313,0.9333,-231.9,20.64,9.038,5.256,-1.083,-0.4511,2.718,-0.4489,1.075,-0.448,0.9401,-0.9203,-0.2199
"331",14.96,1.6,2.237,2.163,1.911,1.534,1.623,1.71,1.616,1.39,1.255,1.254,0.944,-230.3,19.57,4.751,2.212,2.075,1.852,2.131,1.718,-1.076,-1.603,0.4483,0.3114,-0.6946
"332",13.61,1.302,2.199,2.052,2.096,1.65,1.855,1.635,1.589,1.5,1.295,1.345,0.8759,-216.1,20.59,5.003,3.866,2.763,2.691,1.854,1.102,0.1233,-0.5236,0.3287,0.367,-0.8794
"333",19.4,2.094,3.094,3.079,2.373,1.692,2.28,2.089,2.013,1.348,1.291,1.3,0.9295,-238,19.1,6.613,3.501,1.663,1.477,1.906,0.2944,0.4988,-0.5574,0.6631,0.06673,-0.6221
"334",12.57,2.045,2.452,2.194,1.762,1.453,1.745,1.658,1.739,1.219,1.113,1.264,0.7979,-243.4,19.51,10.39,6.286,0.545,1.849,4.134,-0.4652,1.375,-1.228,0.1212,0.4878,-0.7895
"335",18.28,1.672,2.241,2.437,2.291,2.025,1.544,2.135,1.948,1.22,1.462,1.555,0.896,-214.4,19.87,5.089,3.732,2.892,2.969,1.855,0.2899,-0.6983,-1.336,0.4998,1.364,-1.267
"336",7.029,1.202,2.093,1.949,1.763,1.524,1.503,1.747,1.533,1.259,1.156,1.315,0.9883,-196,20.4,2.807,1.294,2.389,1.985,0.9385,2.966,-2.221,-1.136,0.5303,-0.1084,-0.8945
"337",12.42,1.115,2.116,2.236,1.411,1.472,1.788,1.636,1.724,1.177,1.096,1.218,0.9763,-206.2,21.24,6.449,5.255,1.272,1.493,1.552,-0.4243,1.326,-0.1004,0.2175,-0.3878,-0.2242
"338",22.94,1.325,3.109,3.157,2.156,2.077,2.242,2.145,2.11,1.403,1.374,1.542,1.036,-204.3,21.96,7.633,5.344,-0.4519,-0.09634,1.913,-0.7283,0.3588,-1.002,1.159,-1.191,0.1148
"339",19.86,1.765,3.374,3.184,2.161,1.648,2.252,2.191,1.811,1.502,1.389,1.484,0.8267,-221.4,20.97,7.922,5.229,0.23,1.448,3.764,0.05366,-0.09007,-2.021,1.178,0.5361,-0.6668
"340",11.44,1.621,2.65,2.43,1.943,1.441,1.928,1.728,1.685,1.242,1.142,1.211,0.8805,-228.3,19.5,7.284,5.591,1.526,3.178,4.278,-0.1828,2.293,-1.264,0.4437,1.634,-0.9712
"341",15.11,1.45,2.93,2.921,2.04,1.766,1.77,2.471,2.223,1.398,1.44,1.579,0.8998,-203.2,20.85,4.301,1.949,0.4178,1.186,2.865,3.367,-2.228,-2.156,2.096,0.292,-0.6802
"342",13.98,1.639,3.182,2.733,1.857,1.688,1.915,2.121,1.964,1.146,1.274,1.299,0.9576,-233.4,19.67,7.608,4.924,1.384,2.342,3.381,0.06096,0.6798,-1.273,0.6615,1.172,-1.065
"343",12.33,1.628,2.643,2.603,1.8,1.47,1.85,1.859,1.602,1.371,1.193,1.189,0.8955,-225.1,21.08,7.91,5.564,0.225,1.403,3.583,0.1171,1.02,-1.242,0.5762,-0.1413,-0.5547
"344",10.5,1.726,2.517,2.378,1.655,1.227,1.819,1.834,1.937,1.182,1.107,1.232,0.9036,-244.9,18.39,8.167,4.461,1.677,2.494,3.658,0.1754,0.8686,-1.379,0.3887,1.207,-0.9557
"345",23.7,1.433,2.736,2.651,1.828,1.676,1.976,1.981,1.903,1.256,1.294,1.342,0.9157,-220.4,20.72,7.011,4.259,-0.1088,0.0492,1.756,-0.1435,0.3697,-0.5366,0.9585,-0.7307,-0.1242
"346",15.33,1.307,2.716,2.64,1.895,1.575,2.079,2.006,1.748,1.265,1.248,1.273,0.8804,-205.4,21.57,6.572,4.984,0.7771,1.096,1.769,-0.1922,0.4053,-0.7422,0.7345,-0.4993,-0.2096
"347",17.27,1.603,2.741,2.604,2.019,1.574,1.894,2.022,1.982,1.246,1.276,1.324,0.8759,-226.8,20.57,8.053,5.997,2.119,2.739,3.176,-0.8255,0.7575,-1.258,0.2477,0.7777,-1.092
"348",16.98,1.72,3.2,2.931,1.918,1.729,1.87,2.208,1.966,1.237,1.238,1.486,0.8939,-234.5,19.31,6.274,3.494,1.587,1.745,2.295,0.6282,0.3357,-0.8123,0.5246,0.4747,-0.6671
